delivery_id,vehicle_id,vehicle_type,driver_id,route,distance_km,is_cross_border,sector,cargo_type,departure_date,planned_hrs,actual_hrs,on_time,delay_hrs,border_delay_hrs,fuel_per_100km,fuel_used_L,fuel_cost_bwp,revenue_bwp,load_tons,load_pct,harsh_events,speeding_events,idle_time_hrs,maint_flag,vehicle_age,year,month
DLV-04517,TD-098,B-Train,DRV-044,Gaborone-Windhoek,1400,1,FMCG,General Goods,2024-07-22,18.0,23.65,0,2.95,4.23,46.9,657.3,7361.0,19253.0,34.4,86.0,1,2,2.11,0,7,2024,2024-07
DLV-04518,TD-064,Refrigerated,DRV-040,Gaborone-Palapye,240,0,FMCG,Pharmaceuticals,2023-01-16,3.0,3.57,0,0.12,0.0,44.6,107.0,1074.0,3592.0,15.0,83.2,0,2,0.49,1,10,2023,2023-01
DLV-04519,TD-031,Long-Haul Articulated,DRV-003,Gaborone-Lusaka,1300,1,Retail,Construction Materials,2023-12-19,20.0,23.96,0,0.96,2.17,34.8,451.9,4972.0,14769.0,24.3,81.1,1,1,3.28,1,9,2023,2023-12
DLV-04520,TD-086,B-Train,DRV-037,Gaborone-Windhoek,1400,1,Mining,Mining Supplies,2023-07-10,18.0,23.15,0,2.45,4.04,42.5,594.3,6165.0,18292.0,32.7,81.7,2,2,4.38,1,9,2023,2023-07
DLV-04521,TD-138,Courier Van,DRV-032,Gaborone-Johannesburg,360,1,Agriculture,Agricultural Produce,2024-06-25,6.5,10.35,0,2.88,3.73,10.8,38.9,423.0,9311.0,0.9,92.4,0,0,1.57,0,3,2024,2024-06
DLV-04522,TD-087,B-Train,DRV-050,Gaborone-Francistown,400,0,Mining,Pharmaceuticals,2024-05-15,5.0,6.01,0,0.26,0.0,48.6,194.3,2104.0,6117.0,38.2,95.6,0,0,0.7,0,6,2024,2024-05
DLV-04523,TD-014,Long-Haul Articulated,DRV-059,Francistown-Harare,490,1,Agriculture,Construction Materials,2023-10-24,9.0,10.75,0,0.4,1.37,44.4,217.7,2314.0,6289.0,27.5,91.7,0,1,2.32,1,10,2023,2023-10
DLV-04524,TD-032,Long-Haul Articulated,DRV-005,Gaborone-Johannesburg,360,1,FMCG,General Goods,2024-05-16,6.5,9.89,0,2.42,3.03,30.7,110.4,1136.0,3095.0,18.4,61.4,1,1,1.31,0,6,2024,2024-05
DLV-04525,TD-076,Refrigerated,DRV-079,Local Gaborone,35,0,FMCG,FMCG Cargo,2023-10-12,1.5,1.89,0,0.17,0.0,48.1,16.8,168.0,627.0,17.9,99.5,0,1,0.33,0,5,2023,2023-10
DLV-04526,TD-064,Refrigerated,DRV-131,Gaborone-Palapye,240,0,Construction,Agricultural Produce,2024-03-20,3.0,2.76,1,0.0,0.0,36.0,86.3,923.0,2950.0,12.3,68.3,0,0,0.29,1,10,2024,2024-03
DLV-04527,TD-030,Long-Haul Articulated,DRV-082,Francistown-Harare,490,1,Pharmaceutical,Agricultural Produce,2024-01-17,9.0,11.75,0,1.4,2.73,37.6,184.3,1848.0,5383.0,23.5,78.5,3,1,2.78,0,8,2024,2024-01
DLV-04528,TD-047,Long-Haul Articulated,DRV-105,Gaborone-Lusaka,1300,1,Retail,Mining Supplies,2025-01-03,20.0,20.54,1,0.0,1.76,50.4,654.7,7285.0,17933.0,29.6,98.5,1,1,4.74,0,3,2025,2025-01
DLV-04529,TD-011,Long-Haul Articulated,DRV-049,Local Gaborone,35,0,Pharmaceutical,Agricultural Produce,2024-10-11,1.5,2.18,0,0.46,0.0,25.5,8.9,92.0,302.0,18.5,61.6,0,0,0.16,0,6,2024,2024-10
DLV-04530,TD-028,Long-Haul Articulated,DRV-068,Gaborone-Windhoek,1400,1,Mining,FMCG Cargo,2023-08-28,18.0,20.74,0,0.04,1.67,41.8,585.3,6061.0,18759.0,28.7,95.7,3,3,2.55,0,7,2023,2023-08
DLV-04531,TD-039,Long-Haul Articulated,DRV-130,Francistown-Harare,490,1,Construction,Pharmaceuticals,2024-12-12,9.0,10.84,0,0.49,1.3,47.0,230.5,2520.0,6675.0,29.2,97.3,1,0,1.65,1,10,2024,2024-12
DLV-04532,TD-027,Long-Haul Articulated,DRV-121,Gaborone-Johannesburg,360,1,Mining,Mining Supplies,2024-11-28,6.5,7.63,0,0.15,1.65,32.8,117.9,1279.0,3503.0,20.9,69.5,0,0,1.22,0,4,2024,2024-11
DLV-04533,TD-065,Refrigerated,DRV-056,Local Gaborone,35,0,Construction,Mining Supplies,2024-06-30,1.5,2.8,0,1.07,0.0,40.4,14.1,144.0,510.0,14.6,81.0,0,0,0.4,0,8,2024,2024-06
DLV-04534,TD-020,Long-Haul Articulated,DRV-049,Gaborone-Palapye,240,0,FMCG,Agricultural Produce,2024-11-21,3.0,3.72,0,0.27,0.0,36.6,87.9,961.0,2978.0,26.6,88.6,0,1,0.28,0,8,2024,2024-11
DLV-04535,TD-106,B-Train,DRV-032,Gaborone-Maun,680,0,Mining,General Goods,2025-01-28,8.0,6.89,1,0.0,0.0,34.1,232.1,2419.0,7270.0,26.7,66.8,0,0,1.05,0,5,2025,2025-01
DLV-04536,TD-119,Light Commercial,DRV-138,Gaborone-Palapye,240,0,Construction,Agricultural Produce,2025-02-07,3.0,3.27,1,0.0,0.0,14.1,33.8,346.0,4716.0,2.7,89.3,0,0,0.44,0,5,2025,2025-02
DLV-04537,TD-083,B-Train,DRV-090,Gaborone-Palapye,240,0,Construction,Agricultural Produce,2023-11-09,3.0,4.12,0,0.67,0.0,33.7,80.9,804.0,2403.0,25.0,62.6,0,1,0.47,0,3,2023,2023-11
DLV-04538,TD-132,Courier Van,DRV-137,Gaborone-Lusaka,1300,1,FMCG,Construction Materials,2023-06-30,20.0,22.74,1,0.0,2.41,9.3,121.2,1311.0,28733.0,0.8,78.9,0,2,2.96,0,8,2023,2023-06
DLV-04539,TD-140,Courier Van,DRV-134,Gaborone-Francistown,400,0,Agriculture,Fresh Produce,2023-08-17,5.0,5.19,1,0.0,0.0,10.1,40.4,417.0,9171.0,0.8,81.9,0,0,0.88,0,6,2023,2023-08
DLV-04540,TD-104,B-Train,DRV-096,Gaborone-Johannesburg,360,1,Construction,General Goods,2024-06-15,6.5,11.0,0,3.53,4.39,49.5,178.1,1943.0,5507.0,38.2,95.6,0,0,2.3,0,4,2024,2024-06
DLV-04541,TD-018,Long-Haul Articulated,DRV-131,Gaborone-Palapye,240,0,Pharmaceutical,Construction Materials,2023-02-08,3.0,3.31,1,0.0,0.0,35.1,84.2,872.0,2398.0,21.4,71.4,0,0,0.35,0,6,2023,2023-02
DLV-04542,TD-135,Courier Van,DRV-044,Gaborone-Maun,680,0,Construction,General Goods,2024-04-23,8.0,8.56,1,0.0,0.0,8.8,60.0,620.0,13422.0,0.7,70.5,2,0,0.76,1,9,2024,2024-04
DLV-04543,TD-056,Refrigerated,DRV-112,Local Gaborone,35,0,Retail,General Goods,2023-09-26,1.5,1.63,1,0.0,0.0,31.6,11.0,115.0,400.0,11.4,63.4,0,0,0.24,0,7,2023,2023-09
DLV-04544,TD-039,Long-Haul Articulated,DRV-052,Gaborone-Maun,680,0,Agriculture,FMCG Cargo,2023-01-08,8.0,9.01,1,0.0,0.0,34.6,235.1,2518.0,7004.0,22.1,73.6,1,0,1.34,1,10,2023,2023-01
DLV-04545,TD-135,Courier Van,DRV-059,Gaborone-Francistown,400,0,FMCG,Construction Materials,2023-04-25,5.0,5.76,0,0.01,0.0,9.7,38.8,412.0,8568.0,0.8,76.5,0,0,1.24,1,9,2023,2023-04
DLV-04546,TD-051,Long-Haul Articulated,DRV-105,Local Gaborone,35,0,Agriculture,Agricultural Produce,2023-04-09,1.5,1.76,0,0.03,0.0,48.6,17.0,189.0,466.0,28.5,95.1,0,0,0.41,0,7,2023,2023-04
DLV-04547,TD-034,Long-Haul Articulated,DRV-042,Local Gaborone,35,0,Pharmaceutical,Pharmaceuticals,2024-12-13,1.5,1.27,1,0.0,0.0,34.4,12.0,133.0,365.0,22.4,74.6,0,0,0.18,0,5,2024,2024-12
DLV-04548,TD-094,B-Train,DRV-129,Gaborone-Maun,680,0,Agriculture,Mining Supplies,2023-02-04,8.0,8.41,1,0.0,0.0,33.4,226.9,2350.0,6913.0,25.4,63.5,1,3,1.58,1,9,2023,2023-02
DLV-04549,TD-105,B-Train,DRV-014,Gaborone-Johannesburg,360,1,Pharmaceutical,Mining Supplies,2023-09-08,6.5,9.33,0,1.86,2.09,43.0,154.9,1606.0,4657.0,32.3,80.8,0,0,1.74,0,7,2023,2023-09
DLV-04550,TD-131,Courier Van,DRV-127,Gaborone-Maun,680,0,FMCG,Construction Materials,2023-01-15,8.0,7.55,1,0.0,0.0,7.4,50.3,557.0,12642.0,0.7,66.4,0,0,1.29,0,4,2023,2023-01
DLV-04551,TD-136,Courier Van,DRV-131,Gaborone-Palapye,240,0,Mining,General Goods,2023-12-13,3.0,3.65,0,0.2,0.0,9.9,23.7,250.0,5154.0,0.8,76.7,0,0,0.38,0,5,2023,2023-12
DLV-04552,TD-136,Courier Van,DRV-131,Gaborone-Maun,680,0,Pharmaceutical,Mining Supplies,2024-03-30,8.0,8.13,1,0.0,0.0,11.0,74.7,795.0,16250.0,0.9,85.3,0,0,0.85,0,5,2024,2024-03
DLV-04553,TD-058,Refrigerated,DRV-015,Gaborone-Windhoek,1400,1,Agriculture,Mining Supplies,2025-03-22,18.0,23.19,0,2.49,3.76,37.1,519.0,5502.0,17881.0,12.8,71.0,1,2,4.78,1,10,2025,2025-03
DLV-04554,TD-082,B-Train,DRV-063,Francistown-Harare,490,1,Construction,Construction Materials,2024-06-12,9.0,10.4,0,0.05,1.52,48.3,236.6,2576.0,7672.0,39.1,97.9,0,1,0.81,0,7,2024,2024-06
DLV-04555,TD-113,Light Commercial,DRV-043,Gaborone-Francistown,400,0,Pharmaceutical,Fresh Produce,2024-06-07,5.0,5.61,1,0.0,0.0,11.9,47.7,520.0,6479.0,2.2,73.6,1,0,0.86,0,5,2024,2024-06
DLV-04556,TD-060,Refrigerated,DRV-014,Gaborone-Maun,680,0,Pharmaceutical,Pharmaceuticals,2024-05-25,8.0,9.08,1,0.0,0.0,30.5,207.6,2232.0,7488.0,11.0,61.2,1,1,1.69,1,9,2024,2024-05
DLV-04557,TD-099,B-Train,DRV-126,Gaborone-Palapye,240,0,Mining,General Goods,2023-10-11,3.0,3.97,0,0.52,0.0,45.7,109.7,1228.0,3166.0,33.0,82.5,0,0,0.57,0,5,2023,2023-10
DLV-04558,TD-076,Refrigerated,DRV-113,Gaborone-Palapye,240,0,Mining,Agricultural Produce,2023-06-12,3.0,2.9,1,0.0,0.0,51.6,123.9,1249.0,4298.0,17.9,99.5,1,1,0.5,0,5,2023,2023-06
DLV-04559,TD-033,Long-Haul Articulated,DRV-073,Gaborone-Lusaka,1300,1,Agriculture,Pharmaceuticals,2023-11-11,20.0,24.12,0,1.12,2.15,38.0,494.3,5519.0,14884.0,24.5,81.8,2,0,6.51,1,9,2023,2023-11
DLV-04560,TD-018,Long-Haul Articulated,DRV-123,Gaborone-Lusaka,1300,1,Retail,Agricultural Produce,2023-05-14,20.0,23.83,0,0.83,2.58,40.4,524.6,5160.0,17973.0,29.6,98.8,0,0,2.5,0,6,2023,2023-05
DLV-04561,TD-049,Long-Haul Articulated,DRV-085,Gaborone-Lusaka,1300,1,Pharmaceutical,General Goods,2024-12-23,20.0,23.83,0,0.83,2.43,37.7,490.2,5334.0,14026.0,23.1,77.1,0,2,4.48,1,10,2024,2024-12
DLV-04562,TD-020,Long-Haul Articulated,DRV-106,Gaborone-Palapye,240,0,Agriculture,Construction Materials,2023-09-15,3.0,2.9,1,0.0,0.0,30.2,72.5,801.0,2311.0,20.6,68.8,0,0,0.33,0,8,2023,2023-09
DLV-04563,TD-063,Refrigerated,DRV-064,Gaborone-Lusaka,1300,1,Construction,FMCG Cargo,2024-01-16,20.0,23.43,0,0.43,3.73,37.1,482.7,4962.0,17349.0,13.3,74.1,2,1,2.23,0,3,2024,2024-01
DLV-04564,TD-124,Light Commercial,DRV-127,Local Gaborone,35,0,Agriculture,Fresh Produce,2024-07-30,1.5,1.27,1,0.0,0.0,12.4,4.3,44.0,674.0,2.6,87.5,0,0,0.22,0,5,2024,2024-07
DLV-04565,TD-130,Light Commercial,DRV-060,Gaborone-Windhoek,1400,1,Construction,General Goods,2024-07-02,18.0,20.76,0,0.06,4.25,12.6,177.0,1812.0,23898.0,2.3,77.6,0,1,2.99,0,3,2024,2024-07
DLV-04566,TD-049,Long-Haul Articulated,DRV-097,Gaborone-Maun,680,0,Mining,Fresh Produce,2023-05-14,8.0,8.74,1,0.0,0.0,30.3,206.1,2021.0,6729.0,21.2,70.7,0,0,1.14,1,10,2023,2023-05
DLV-04567,TD-100,B-Train,DRV-128,Gaborone-Windhoek,1400,1,Pharmaceutical,General Goods,2023-06-09,18.0,23.65,0,2.95,4.45,39.6,554.8,6182.0,16422.0,29.3,73.3,2,0,2.96,0,8,2023,2023-06
DLV-04568,TD-102,B-Train,DRV-028,Gaborone-Johannesburg,360,1,Pharmaceutical,General Goods,2023-08-28,6.5,9.74,0,2.26,3.52,35.9,129.3,1296.0,3936.0,27.3,68.3,0,0,1.63,0,5,2023,2023-08
DLV-04569,TD-001,Long-Haul Articulated,DRV-058,Gaborone-Palapye,240,0,Agriculture,Agricultural Produce,2025-01-13,3.0,3.05,1,0.0,0.0,28.2,67.6,678.0,2137.0,19.1,63.6,0,0,0.38,1,9,2025,2025-01
DLV-04570,TD-132,Courier Van,DRV-097,Gaborone-Francistown,400,0,FMCG,Fresh Produce,2023-05-04,5.0,5.85,0,0.1,0.0,9.1,36.4,396.0,9068.0,0.8,81.0,2,0,0.76,0,8,2023,2023-05
DLV-04571,TD-119,Light Commercial,DRV-001,Gaborone-Johannesburg,360,1,Construction,Agricultural Produce,2025-01-12,6.5,9.02,0,1.54,2.76,9.5,34.3,342.0,5006.0,1.9,63.2,3,0,1.26,0,5,2025,2025-01
DLV-04572,TD-009,Long-Haul Articulated,DRV-043,Gaborone-Palapye,240,0,Pharmaceutical,Pharmaceuticals,2025-03-24,3.0,2.76,1,0.0,0.0,40.6,97.3,979.0,2806.0,25.1,83.5,0,0,0.42,0,5,2025,2025-03
DLV-04573,TD-017,Long-Haul Articulated,DRV-104,Gaborone-Francistown,400,0,FMCG,Pharmaceuticals,2024-01-09,5.0,5.12,1,0.0,0.0,35.1,140.6,1503.0,4207.0,22.5,75.1,0,0,0.7,0,8,2024,2024-01
DLV-04574,TD-003,Long-Haul Articulated,DRV-127,Gaborone-Johannesburg,360,1,Pharmaceutical,FMCG Cargo,2025-02-11,6.5,11.15,0,3.67,3.74,32.2,116.1,1279.0,3819.0,22.7,75.8,1,0,1.91,1,9,2025,2025-02
DLV-04575,TD-081,B-Train,DRV-123,Gaborone-Windhoek,1400,1,Retail,Construction Materials,2025-01-04,18.0,22.88,0,2.18,3.67,38.7,542.0,5316.0,18567.0,33.2,82.9,3,0,2.4,0,8,2025,2025-01
DLV-04576,TD-111,Light Commercial,DRV-098,Gaborone-Francistown,400,0,Mining,Pharmaceuticals,2024-11-21,5.0,5.09,1,0.0,0.0,9.5,37.8,389.0,5515.0,1.9,62.7,0,0,0.46,0,8,2024,2024-11
DLV-04577,TD-113,Light Commercial,DRV-097,Gaborone-Johannesburg,360,1,Construction,General Goods,2024-12-10,6.5,8.36,0,0.88,2.03,11.2,40.4,429.0,6219.0,2.4,78.5,0,0,1.09,0,5,2024,2024-12
DLV-04578,TD-076,Refrigerated,DRV-055,Gaborone-Johannesburg,360,1,Retail,Agricultural Produce,2024-12-08,6.5,8.4,0,0.92,2.35,43.0,154.9,1616.0,5495.0,15.3,84.8,1,0,1.54,0,5,2024,2024-12
DLV-04579,TD-086,B-Train,DRV-093,Local Gaborone,35,0,FMCG,Pharmaceuticals,2025-03-15,1.5,1.38,1,0.0,0.0,49.5,17.3,174.0,510.0,36.4,91.0,0,0,0.25,1,9,2025,2025-03
DLV-04580,TD-096,B-Train,DRV-050,Gaborone-Francistown,400,0,Retail,Agricultural Produce,2024-06-21,5.0,5.12,1,0.0,0.0,33.7,134.8,1440.0,4243.0,26.5,66.3,0,1,0.6,0,4,2024,2024-06
DLV-04581,TD-103,B-Train,DRV-097,Gaborone-Lusaka,1300,1,Pharmaceutical,General Goods,2024-07-13,20.0,24.98,0,1.98,3.73,31.7,411.6,4303.0,13439.0,25.8,64.6,2,2,3.25,0,6,2024,2024-07
DLV-04582,TD-133,Courier Van,DRV-010,Gaborone-Windhoek,1400,1,FMCG,General Goods,2023-10-24,18.0,20.16,1,0.0,1.07,8.8,123.7,1250.0,30090.0,0.8,76.8,2,2,3.14,1,9,2023,2023-10
DLV-04583,TD-135,Courier Van,DRV-114,Gaborone-Palapye,240,0,FMCG,Fresh Produce,2023-04-18,3.0,3.4,1,0.0,0.0,10.5,25.3,279.0,6472.0,1.0,96.3,0,1,0.45,1,9,2023,2023-04
DLV-04584,TD-015,Long-Haul Articulated,DRV-043,Local Gaborone,35,0,Retail,FMCG Cargo,2025-01-30,1.5,1.27,1,0.0,0.0,33.2,11.6,114.0,335.0,20.5,68.3,0,0,0.2,1,9,2025,2025-01
DLV-04585,TD-076,Refrigerated,DRV-056,Gaborone-Palapye,240,0,Mining,FMCG Cargo,2023-06-17,3.0,3.1,1,0.0,0.0,46.8,112.4,1152.0,4061.0,16.9,94.0,1,0,0.45,0,5,2023,2023-06
DLV-04586,TD-008,Long-Haul Articulated,DRV-011,Local Gaborone,35,0,Construction,Mining Supplies,2023-12-17,1.5,1.27,1,0.0,0.0,34.1,11.9,131.0,370.0,22.6,75.5,0,0,0.19,0,5,2023,2023-12
DLV-04587,TD-034,Long-Haul Articulated,DRV-064,Local Gaborone,35,0,Mining,Pharmaceuticals,2024-10-18,1.5,1.93,0,0.21,0.0,44.2,15.5,173.0,463.0,28.4,94.5,0,0,0.18,0,5,2024,2024-10
DLV-04588,TD-019,Long-Haul Articulated,DRV-095,Local Gaborone,35,0,Mining,Agricultural Produce,2023-02-23,1.5,1.42,1,0.0,0.0,29.5,10.3,107.0,313.0,19.2,64.0,0,0,0.22,0,8,2023,2023-02
DLV-04589,TD-124,Light Commercial,DRV-098,Local Gaborone,35,0,Construction,Construction Materials,2024-01-05,1.5,1.27,1,0.0,0.0,10.3,3.6,36.0,524.0,2.0,68.1,0,0,0.12,0,5,2024,2024-01
DLV-04590,TD-070,Refrigerated,DRV-099,Gaborone-Maun,680,0,Construction,Mining Supplies,2024-04-24,8.0,7.95,1,0.0,0.0,41.0,278.8,2916.0,10229.0,15.0,83.6,2,0,1.09,0,7,2024,2024-04
DLV-04591,TD-116,Light Commercial,DRV-031,Gaborone-Windhoek,1400,1,Retail,General Goods,2024-09-11,18.0,19.63,1,0.0,2.17,13.1,183.9,1963.0,25109.0,2.4,81.5,2,2,3.57,0,5,2024,2024-09
DLV-04592,TD-077,Refrigerated,DRV-053,Gaborone-Palapye,240,0,Agriculture,FMCG Cargo,2024-06-25,3.0,2.55,1,0.0,0.0,37.8,90.8,965.0,3244.0,13.5,75.1,1,0,0.6,0,7,2024,2024-06
DLV-04593,TD-072,Refrigerated,DRV-031,Gaborone-Lusaka,1300,1,Retail,FMCG Cargo,2024-02-02,20.0,23.97,0,0.97,2.7,48.5,630.6,6713.0,21913.0,16.9,93.6,1,3,4.36,0,8,2024,2024-02
DLV-04594,TD-003,Long-Haul Articulated,DRV-133,Gaborone-Lusaka,1300,1,Construction,Construction Materials,2024-03-10,20.0,23.97,0,0.97,2.98,29.3,380.3,4235.0,11493.0,18.9,63.1,0,2,4.48,1,9,2024,2024-03
DLV-04595,TD-139,Courier Van,DRV-062,Gaborone-Johannesburg,360,1,FMCG,Construction Materials,2023-02-09,6.5,9.68,0,2.2,3.54,10.5,37.8,412.0,8818.0,0.9,87.5,2,0,1.15,0,6,2023,2023-02
DLV-04596,TD-120,Light Commercial,DRV-072,Gaborone-Palapye,240,0,Retail,Pharmaceuticals,2023-02-24,3.0,2.7,1,0.0,0.0,10.0,24.1,246.0,3459.0,2.0,65.5,0,0,0.46,0,8,2023,2023-02
DLV-04597,TD-039,Long-Haul Articulated,DRV-123,Gaborone-Windhoek,1400,1,Agriculture,Pharmaceuticals,2023-03-07,18.0,22.89,0,2.19,3.11,27.2,380.6,3983.0,13039.0,20.0,66.5,1,1,2.4,1,10,2023,2023-03
DLV-04598,TD-117,Light Commercial,DRV-082,Gaborone-Francistown,400,0,Mining,Agricultural Produce,2024-09-20,5.0,5.94,0,0.19,0.0,13.5,54.0,599.0,7431.0,2.5,84.4,0,0,1.41,0,5,2024,2024-09
DLV-04599,TD-002,Long-Haul Articulated,DRV-062,Gaborone-Lusaka,1300,1,Construction,Construction Materials,2023-06-22,20.0,25.52,0,2.52,4.29,37.0,481.6,5123.0,14729.0,24.3,80.9,1,0,3.04,0,7,2023,2023-06
DLV-04600,TD-005,Long-Haul Articulated,DRV-096,Gaborone-Johannesburg,360,1,Agriculture,Pharmaceuticals,2024-05-06,6.5,8.24,0,0.76,1.0,40.2,144.7,1491.0,4475.0,26.6,88.8,0,0,1.72,1,10,2024,2024-05
DLV-04601,TD-049,Long-Haul Articulated,DRV-056,Gaborone-Johannesburg,360,1,Agriculture,FMCG Cargo,2023-06-27,6.5,10.43,0,2.96,2.38,45.2,162.7,1822.0,4900.0,29.2,97.2,0,0,1.5,1,10,2023,2023-06
DLV-04602,TD-078,Refrigerated,DRV-101,Local Gaborone,35,0,Retail,General Goods,2025-02-20,1.5,1.27,1,0.0,0.0,44.9,15.7,155.0,574.0,16.4,91.1,0,0,0.17,0,6,2025,2025-02
DLV-04603,TD-047,Long-Haul Articulated,DRV-105,Gaborone-Lusaka,1300,1,Construction,FMCG Cargo,2024-03-26,20.0,22.69,1,0.0,3.68,49.1,638.4,6968.0,17487.0,28.8,96.1,4,2,5.24,0,3,2024,2024-03
DLV-04604,TD-054,Long-Haul Articulated,DRV-137,Gaborone-Lusaka,1300,1,Mining,Mining Supplies,2023-01-11,20.0,22.67,1,0.0,1.5,41.5,539.3,5384.0,16739.0,27.6,92.0,1,1,2.95,0,8,2023,2023-01
DLV-04605,TD-078,Refrigerated,DRV-007,Gaborone-Lusaka,1300,1,Agriculture,Fresh Produce,2024-02-17,20.0,22.98,1,0.0,2.28,35.6,463.3,5045.0,18275.0,14.1,78.1,0,1,2.6,0,6,2024,2024-02
DLV-04606,TD-101,B-Train,DRV-077,Francistown-Harare,490,1,FMCG,Agricultural Produce,2023-09-12,9.0,10.86,0,0.51,1.9,43.1,211.2,2169.0,6470.0,33.0,82.5,2,1,2.14,0,8,2023,2023-09
DLV-04607,TD-034,Long-Haul Articulated,DRV-028,Gaborone-Johannesburg,360,1,Pharmaceutical,Pharmaceuticals,2024-01-25,6.5,7.55,0,0.07,1.17,29.0,104.4,1049.0,3178.0,18.9,63.1,0,2,1.26,0,5,2024,2024-01
DLV-04608,TD-066,Refrigerated,DRV-130,Francistown-Harare,490,1,Retail,Construction Materials,2023-01-10,9.0,13.09,0,2.74,3.76,43.3,212.1,2323.0,7371.0,15.0,83.6,0,0,1.99,0,7,2023,2023-01
DLV-04609,TD-064,Refrigerated,DRV-099,Gaborone-Windhoek,1400,1,FMCG,General Goods,2023-10-23,18.0,21.36,0,0.66,2.24,41.2,576.5,5680.0,21155.0,15.1,83.9,3,1,2.93,1,10,2023,2023-10
DLV-04610,TD-044,Long-Haul Articulated,DRV-056,Gaborone-Johannesburg,360,1,Retail,General Goods,2025-03-15,6.5,8.25,0,0.77,1.47,33.5,120.5,1342.0,3630.0,21.6,72.0,0,0,1.19,0,8,2025,2025-03
DLV-04611,TD-081,B-Train,DRV-117,Gaborone-Johannesburg,360,1,FMCG,Construction Materials,2024-12-07,6.5,10.64,0,3.17,3.43,38.7,139.4,1531.0,4417.0,30.7,76.7,0,1,1.37,0,8,2024,2024-12
DLV-04612,TD-123,Light Commercial,DRV-115,Gaborone-Maun,680,0,Pharmaceutical,Agricultural Produce,2024-08-07,8.0,8.58,1,0.0,0.0,13.9,94.3,1031.0,14063.0,2.8,94.0,1,0,1.17,0,6,2024,2024-08
DLV-04613,TD-062,Refrigerated,DRV-085,Francistown-Harare,490,1,Construction,Agricultural Produce,2024-09-22,9.0,13.97,0,3.62,4.17,36.8,180.5,1850.0,6197.0,12.6,70.3,0,0,2.63,0,6,2024,2024-09
DLV-04614,TD-097,B-Train,DRV-022,Gaborone-Lusaka,1300,1,Construction,Agricultural Produce,2025-01-04,20.0,24.39,0,1.39,4.31,48.3,627.8,6892.0,19837.0,38.1,95.4,1,3,3.07,0,5,2025,2025-01
DLV-04615,TD-014,Long-Haul Articulated,DRV-107,Gaborone-Windhoek,1400,1,FMCG,General Goods,2023-01-15,18.0,20.82,0,0.12,1.27,42.2,590.6,6607.0,19113.0,29.3,97.5,2,1,2.31,1,10,2023,2023-01
DLV-04616,TD-047,Long-Haul Articulated,DRV-105,Francistown-Harare,490,1,FMCG,Agricultural Produce,2023-05-24,9.0,11.2,0,0.85,1.89,51.1,250.4,2583.0,6858.0,30.0,100.0,1,0,2.59,0,3,2023,2023-05
DLV-04617,TD-073,Refrigerated,DRV-110,Gaborone-Windhoek,1400,1,Pharmaceutical,General Goods,2023-05-11,18.0,23.17,0,2.47,3.31,38.4,537.6,5824.0,20580.0,14.7,81.7,2,4,3.57,0,8,2023,2023-05
DLV-04618,TD-117,Light Commercial,DRV-045,Gaborone-Lusaka,1300,1,Construction,Fresh Produce,2023-11-06,20.0,21.5,1,0.0,1.18,15.7,204.5,2274.0,27144.0,2.8,94.9,1,0,4.79,0,5,2023,2023-11
DLV-04619,TD-131,Courier Van,DRV-030,Gaborone-Maun,680,0,FMCG,FMCG Cargo,2023-08-04,8.0,7.67,1,0.0,0.0,11.0,74.7,799.0,18099.0,1.0,95.1,0,0,0.51,0,4,2023,2023-08
DLV-04620,TD-088,B-Train,DRV-111,Gaborone-Maun,680,0,Retail,Agricultural Produce,2024-06-29,8.0,8.62,1,0.0,0.0,49.0,333.3,3642.0,10286.0,37.8,94.5,0,0,1.13,0,7,2024,2024-06
DLV-04621,TD-128,Light Commercial,DRV-131,Gaborone-Francistown,400,0,Mining,Agricultural Produce,2025-02-15,5.0,5.58,1,0.0,0.0,11.7,46.7,505.0,6279.0,2.1,71.3,0,0,0.59,0,7,2025,2025-02
DLV-04622,TD-019,Long-Haul Articulated,DRV-063,Gaborone-Windhoek,1400,1,Pharmaceutical,Agricultural Produce,2023-09-21,18.0,18.39,1,0.0,1.15,37.5,525.3,5603.0,17034.0,26.1,86.9,0,2,1.43,0,8,2023,2023-09
DLV-04623,TD-005,Long-Haul Articulated,DRV-096,Gaborone-Windhoek,1400,1,Pharmaceutical,Construction Materials,2023-05-22,18.0,21.75,0,1.05,1.91,32.9,460.3,4684.0,14232.0,21.8,72.6,1,0,4.55,1,10,2023,2023-05
DLV-04624,TD-020,Long-Haul Articulated,DRV-034,Gaborone-Windhoek,1400,1,Mining,Pharmaceuticals,2024-09-23,18.0,21.65,0,0.95,3.32,38.4,537.7,5351.0,16814.0,25.7,85.8,0,0,2.01,0,8,2024,2024-09
DLV-04625,TD-117,Light Commercial,DRV-056,Gaborone-Windhoek,1400,1,Pharmaceutical,Pharmaceuticals,2023-06-09,18.0,20.09,1,0.0,1.83,12.6,176.6,1825.0,25073.0,2.4,81.4,2,1,2.89,0,5,2023,2023-06
DLV-04626,TD-065,Refrigerated,DRV-070,Francistown-Harare,490,1,Retail,Construction Materials,2023-01-17,9.0,11.66,0,1.31,2.12,41.3,202.4,2001.0,7666.0,15.6,86.9,1,0,1.54,0,8,2023,2023-01
