project_id,project_type,region,project_manager,tender_type,start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,delay_cause,status,contracted_budget_bwp,actual_cost_bwp,cost_variance_bwp,overrun_pct,will_overrun,labour_cost_bwp,material_cost_bwp,equipment_cost_bwp,subcontractor_cost_bwp,overhead_cost_bwp,material_waste_cost_bwp,material_waste_pct,workforce_headcount,quality_score,bid_estimate_bwp,bid_accuracy_pct,risk_score
SCL-0185,Education Infrastructure,Maun,PM_Segametsi,Government,2019-09-20,2020-12-13,2021-02-11,15,17,2,Subcontractor failure,Completed,2114000.0,2664600.0,550600.0,26.0,1,783800.0,1007300.0,415800.0,244800.0,212900.0,157000.0,15.6,16,61.5,2060400.0,77.3,0.5016
SCL-0186,Healthcare Facility,Francistown,PM_Ditiro,Private,2022-08-06,2023-07-02,2023-12-29,11,17,6,Subcontractor failure,Completed,8790000.0,9402700.0,612700.0,7.0,1,3286100.0,3113700.0,1189000.0,472700.0,1341200.0,649600.0,20.9,33,88.1,8793100.0,93.5,0.4871
SCL-0187,Residential Building,Gaborone,PM_Moeti,Private,2020-08-04,2021-09-28,2021-09-28,14,14,0,None,Completed,2564000.0,2553700.0,-10300.0,0.0,0,1005800.0,1101000.0,329000.0,300500.0,-182600.0,115900.0,10.5,18,80.0,2650000.0,96.2,0.05
SCL-0188,Road Construction,Francistown,PM_Kebonye,Government,2021-01-03,2023-03-24,2023-03-24,27,27,0,None,Completed,22680000.0,22511300.0,-168700.0,0.0,0,8871600.0,7370900.0,3984200.0,1737500.0,547100.0,442800.0,6.0,53,78.7,22619400.0,99.5,0.7503
SCL-0189,Residential Building,Gaborone,PM_Kebonye,Government,2019-03-01,2020-01-25,2020-02-24,11,12,1,Weather conditions,Completed,2116000.0,2001200.0,-114800.0,0.0,0,611100.0,714400.0,204700.0,237000.0,234000.0,39900.0,5.6,14,70.6,2186100.0,90.8,0.3528
SCL-0190,Education Infrastructure,Gaborone,PM_Moeti,Government,2023-11-20,2025-02-12,2025-03-14,15,16,1,Subcontractor failure,Completed,2434000.0,2321700.0,-112300.0,0.0,0,833700.0,1037100.0,295000.0,237500.0,-81600.0,90200.0,8.7,17,85.4,2366600.0,98.1,0.1658
SCL-0191,Government Office,Maun,PM_Kebonye,Private,2018-02-17,2018-09-15,2018-09-15,7,7,0,None,Completed,9479000.0,8833000.0,-646000.0,0.0,0,3548400.0,2749100.0,1053500.0,1298600.0,183400.0,190100.0,6.9,32,64.9,9104500.0,96.9,0.4793
SCL-0192,Residential Building,Gaborone,PM_Segametsi,Government,2023-08-04,2024-03-31,2024-04-30,8,9,1,Subcontractor failure,Completed,7517000.0,8339000.0,822000.0,10.9,1,2915600.0,3319000.0,1109000.0,881500.0,113900.0,223900.0,6.7,32,73.2,7484200.0,89.7,0.5147
SCL-0193,Healthcare Facility,Serowe,PM_Kebonye,Government,2022-01-28,2022-12-24,2022-12-24,11,11,0,None,Completed,4758000.0,4631600.0,-126400.0,0.0,0,1794500.0,1806300.0,597800.0,441200.0,-8200.0,165600.0,9.2,17,74.5,4535700.0,97.9,0.5358
SCL-0194,Government Office,Palapye,PM_Ditiro,Private,2023-07-10,2024-06-04,2024-10-02,11,15,4,Design changes,Completed,3072000.0,4326700.0,1254700.0,40.8,1,1648600.0,1367400.0,497600.0,618800.0,194300.0,210400.0,15.4,19,79.1,3095100.0,71.5,0.2834
SCL-0195,Road Construction,Maun,PM_Moeti,Private,2019-05-20,2021-07-08,2021-08-07,26,27,1,Equipment breakdown,Completed,21424000.0,19785200.0,-1638800.0,0.0,0,5912800.0,7416000.0,2055400.0,2839800.0,1561200.0,541600.0,7.3,51,93.7,22206600.0,87.8,0.4647
SCL-0196,Government Office,Serowe,PM_Kebonye,Private,2024-09-25,2026-03-19,,18,18,0,None,Active,4105000.0,3999300.0,-105700.0,0.0,0,1613300.0,1450900.0,621500.0,299200.0,14400.0,117400.0,8.1,18,,3875600.0,96.9,0.4163
SCL-0197,Residential Building,Francistown,PM_Segametsi,Government,2021-05-09,2023-02-28,2024-01-24,22,33,11,Weather conditions,Completed,10808000.0,15330200.0,4522200.0,41.8,1,5480600.0,5098800.0,2409200.0,1819100.0,522500.0,436700.0,8.6,34,77.6,11280800.0,73.6,0.5888
SCL-0198,Healthcare Facility,Serowe,PM_Ditiro,Private,2023-05-22,2024-07-15,2024-07-15,14,14,0,None,Completed,7134000.0,6596000.0,-538000.0,0.0,0,2502600.0,2645900.0,941300.0,908600.0,-402400.0,289400.0,10.9,22,70.3,6828200.0,96.5,0.3531
SCL-0199,Road Construction,Gaborone,PM_Kebonye,Government,2020-10-23,2022-03-17,2022-03-17,17,17,0,None,Completed,20282000.0,19951000.0,-331000.0,0.0,0,7097800.0,7058700.0,2978500.0,2345300.0,470700.0,460600.0,6.5,47,64.9,19436900.0,97.4,0.7123
SCL-0200,Healthcare Facility,Palapye,PM_Moeti,Private,2021-07-04,2022-12-26,2022-12-26,18,18,0,None,Completed,4223000.0,4204800.0,-18200.0,0.0,0,1615100.0,1389500.0,709900.0,396500.0,93800.0,148500.0,10.7,22,88.8,4033600.0,95.9,0.2554
SCL-0201,Healthcare Facility,Serowe,PM_Kebonye,Private,2023-01-13,2023-11-09,2024-04-07,10,15,5,Cash flow constraints,Completed,8721000.0,9914900.0,1193900.0,13.7,1,3489400.0,3535500.0,1433000.0,624700.0,832300.0,434300.0,12.3,29,60.1,9075300.0,91.5,0.547
SCL-0202,Road Construction,Francistown,PM_Ditiro,Government,2024-11-26,2027-03-16,,28,30,2,Subcontractor failure,Active,20021000.0,19538600.0,-482400.0,0.0,0,7631500.0,7474000.0,3060000.0,2003500.0,-630400.0,204000.0,2.7,49,,18497500.0,94.7,0.6681
SCL-0203,Healthcare Facility,Serowe,PM_Segametsi,Government,2021-09-21,2022-06-18,2022-06-18,9,9,0,None,Completed,2925000.0,2780300.0,-144700.0,0.0,0,963300.0,1068200.0,422400.0,170900.0,155500.0,101700.0,9.5,18,60.5,3035500.0,90.8,0.5643
SCL-0204,Residential Building,Gaborone,PM_Ditiro,Government,2022-04-30,2023-01-25,2023-05-25,9,13,4,Material delivery delays,Completed,9860000.0,13922200.0,4062200.0,41.2,1,3946400.0,5256100.0,1965000.0,1404400.0,1350300.0,951300.0,18.1,33,75.9,9347700.0,67.1,0.3857
SCL-0205,Road Construction,Gaborone,PM_Kebonye,Private,2018-01-31,2020-02-20,2021-04-15,25,39,14,Subcontractor failure,Completed,20013000.0,23146800.0,3133800.0,15.7,1,8702200.0,9845500.0,3849300.0,3191100.0,-2441300.0,836400.0,8.5,38,76.4,19390300.0,83.8,0.676
SCL-0206,Commercial Building,Gaborone,PM_Moeti,Government,2024-04-04,2025-07-28,,16,23,7,Subcontractor failure,Active,4848000.0,7082000.0,2234000.0,46.1,1,2886200.0,2557600.0,937300.0,578200.0,122700.0,324000.0,12.7,22,,4829600.0,68.2,0.2496
SCL-0207,Healthcare Facility,Gaborone,PM_Moeti,Private,2023-08-22,2025-04-13,,20,20,0,None,Active,1766000.0,1753800.0,-12200.0,0.0,0,679000.0,641300.0,268100.0,170800.0,-5400.0,38200.0,6.0,11,,1693000.0,96.5,0.2979
SCL-0208,Healthcare Facility,Palapye,PM_Kebonye,Government,2022-03-09,2023-08-31,2023-08-31,18,18,0,None,Completed,8118000.0,8110800.0,-7200.0,0.0,0,3264300.0,2605200.0,1182700.0,725200.0,333400.0,63000.0,2.4,25,61.9,8209000.0,98.8,0.565
SCL-0209,Government Office,Palapye,PM_Kebonye,Government,2019-08-07,2021-05-28,2021-07-27,22,24,2,Equipment breakdown,Completed,10574000.0,10409600.0,-164400.0,0.0,0,3179000.0,4371500.0,1750000.0,1491000.0,-381900.0,460000.0,10.5,26,74.2,10582000.0,98.3,0.5216
SCL-0210,Commercial Building,Gaborone,PM_Kebonye,Private,2022-01-02,2023-06-26,2024-04-21,18,28,10,Cash flow constraints,Completed,9795000.0,13494900.0,3699900.0,37.8,1,3967600.0,5302500.0,1692600.0,1282900.0,1249300.0,1076500.0,20.3,26,75.3,9648400.0,71.5,0.5789
SCL-0211,Commercial Building,Maun,PM_Kebonye,Government,2022-11-22,2024-02-15,2024-03-16,15,16,1,Subcontractor failure,Completed,5939000.0,5781500.0,-157500.0,0.0,0,2007300.0,2120700.0,803400.0,352000.0,498100.0,206700.0,9.7,27,78.5,5469800.0,94.6,0.5218
SCL-0212,Healthcare Facility,Francistown,PM_Ditiro,Private,2018-11-05,2020-03-29,2020-03-29,17,17,0,None,Completed,6088000.0,5674200.0,-413800.0,0.0,0,2090500.0,2393900.0,916600.0,404400.0,-131200.0,186500.0,7.8,28,75.2,5972000.0,94.8,0.447
SCL-0213,Government Office,Francistown,PM_Ditiro,Government,2021-04-06,2023-03-27,2024-04-20,24,37,13,Weather conditions,Completed,13643000.0,16807300.0,3164300.0,23.2,1,4731000.0,5644400.0,3000900.0,1990300.0,1440700.0,1207200.0,21.4,32,78.9,14220200.0,84.6,0.4575
SCL-0214,Government Office,Francistown,PM_Segametsi,Private,2020-08-07,2022-04-29,2022-12-25,21,29,8,Material delivery delays,Completed,3005000.0,3710300.0,705300.0,23.5,1,1061100.0,1228200.0,478300.0,359800.0,582900.0,250900.0,20.4,18,55.9,2751000.0,74.1,0.609
SCL-0215,Healthcare Facility,Palapye,PM_Ditiro,Government,2022-03-31,2023-03-26,2023-03-26,12,12,0,None,Completed,5647000.0,5413600.0,-233400.0,0.0,0,1801000.0,2360800.0,694200.0,740400.0,-182800.0,169100.0,7.2,24,79.6,5507400.0,98.3,0.35
SCL-0216,Residential Building,Maun,PM_Kebonye,Government,2020-05-16,2021-07-10,2021-09-08,14,16,2,Equipment breakdown,Completed,6903000.0,7791300.0,888300.0,12.9,1,2838200.0,3292200.0,1037600.0,646900.0,-23600.0,534600.0,16.2,26,74.9,6824400.0,87.6,0.489
SCL-0217,Government Office,Maun,PM_Moeti,Government,2019-10-22,2021-10-11,2021-11-10,24,25,1,Cash flow constraints,Completed,4099000.0,4050800.0,-48200.0,0.0,0,1228600.0,1775700.0,536500.0,595200.0,-85200.0,127300.0,7.2,17,94.1,4062000.0,99.7,0.2602
SCL-0218,Education Infrastructure,Maun,PM_Kebonye,Government,2024-07-14,2025-01-10,2025-01-10,6,6,0,None,Completed,2936000.0,2893300.0,-42700.0,0.0,0,1077300.0,982800.0,368600.0,275900.0,188700.0,90800.0,9.2,16,65.1,2690200.0,93.0,0.4296
SCL-0219,Residential Building,Serowe,PM_Segametsi,Private,2023-05-04,2024-03-29,2024-03-29,11,11,0,None,Completed,7858000.0,7523900.0,-334100.0,0.0,0,2899200.0,2362300.0,1295300.0,781900.0,185200.0,203000.0,8.6,30,76.6,7580800.0,99.2,0.5944
SCL-0220,Education Infrastructure,Palapye,PM_Moeti,Government,2023-05-29,2024-09-20,2024-09-20,16,16,0,None,Completed,3031000.0,2938600.0,-92400.0,0.0,0,1065100.0,1208400.0,457600.0,175600.0,31900.0,116200.0,9.6,15,86.1,3118500.0,93.9,0.0959
SCL-0221,Commercial Building,Serowe,PM_Segametsi,Government,2024-06-25,2025-02-20,,8,11,3,Scope creep,Active,2088000.0,2406900.0,318900.0,15.3,1,944900.0,869700.0,322700.0,261200.0,8400.0,59200.0,6.8,14,,2070800.0,86.0,0.5505
SCL-0222,Government Office,Maun,PM_Kebonye,Government,2020-01-03,2021-09-24,2022-08-20,21,32,11,Subcontractor failure,Completed,12297000.0,16323700.0,4026700.0,32.7,1,5150600.0,5648000.0,2553700.0,2017300.0,954100.0,613000.0,10.9,34,76.5,12357200.0,75.7,0.5029
SCL-0223,Residential Building,Gaborone,PM_Kebonye,Government,2024-11-20,2026-10-11,,23,25,2,Cash flow constraints,Active,9754000.0,14945900.0,5191900.0,53.2,1,4195900.0,4688000.0,2601600.0,1398000.0,2062400.0,350200.0,7.5,27,,8895700.0,59.5,0.4232
SCL-0224,Road Construction,Maun,PM_Segametsi,Government,2024-09-13,2027-03-02,,30,47,17,Cash flow constraints,Active,14462000.0,20779100.0,6317100.0,43.7,1,6328000.0,7774600.0,3491800.0,2973000.0,211700.0,402900.0,5.2,33,,14716400.0,70.8,0.6983
SCL-0225,Healthcare Facility,Serowe,PM_Kebonye,Government,2020-09-06,2021-08-02,2022-01-29,11,17,6,Subcontractor failure,Completed,6457000.0,7670700.0,1213700.0,18.8,1,2576700.0,3071700.0,890000.0,395300.0,737000.0,365300.0,11.9,25,80.2,6514600.0,84.9,0.4257
SCL-0226,Healthcare Facility,Serowe,PM_Ditiro,Government,2024-10-19,2025-07-16,,9,9,0,None,Active,7561000.0,7285900.0,-275100.0,0.0,0,2452100.0,2190900.0,1023700.0,771300.0,847900.0,82200.0,3.8,25,,6937600.0,95.2,0.2951
SCL-0227,Healthcare Facility,Palapye,PM_Ditiro,Government,2023-06-04,2024-08-27,2024-09-26,15,16,1,Design changes,Completed,8735000.0,8414400.0,-320600.0,0.0,0,2898800.0,3265000.0,919700.0,477600.0,853300.0,74200.0,2.3,26,83.5,8275200.0,98.3,0.4242
SCL-0228,Commercial Building,Serowe,PM_Moeti,Private,2019-01-16,2020-06-09,2020-06-09,17,17,0,None,Completed,6214000.0,5841800.0,-372200.0,0.0,0,1915400.0,2238500.0,730900.0,419800.0,537200.0,84700.0,3.8,27,81.1,6459700.0,89.4,0.1976
SCL-0229,Residential Building,Maun,PM_Kebonye,Government,2020-04-26,2021-06-20,2021-06-20,14,14,0,None,Completed,4042000.0,3926900.0,-115100.0,0.0,0,1527800.0,1248700.0,693000.0,389800.0,67600.0,34800.0,2.8,23,78.9,4151900.0,94.3,0.4326
SCL-0230,Commercial Building,Serowe,PM_Ditiro,Government,2021-01-30,2023-03-21,2024-05-14,26,40,14,Equipment breakdown,Completed,17766000.0,27398700.0,9632700.0,54.2,1,11185300.0,9371500.0,4003900.0,1518300.0,1319700.0,822400.0,8.8,34,88.8,16914900.0,61.7,0.5829
SCL-0231,Government Office,Francistown,PM_Segametsi,Private,2021-07-16,2023-03-08,2023-11-03,20,28,8,Labour disputes,Completed,11228000.0,15051200.0,3823200.0,34.1,1,4900100.0,5898800.0,2165600.0,1109500.0,977200.0,555400.0,9.4,33,63.4,10459800.0,69.5,0.6033
SCL-0232,Government Office,Palapye,PM_Ditiro,Private,2024-05-29,2025-04-24,,11,15,4,Design changes,Active,5995000.0,8021000.0,2026000.0,33.8,1,2502500.0,2526500.0,953400.0,747700.0,1290900.0,242300.0,9.6,21,,6258000.0,78.0,0.3728
SCL-0233,Residential Building,Maun,PM_Moeti,Government,2023-12-28,2025-10-18,,22,22,0,None,Active,6746000.0,6442600.0,-303400.0,0.0,0,2316100.0,2317800.0,675200.0,846400.0,287100.0,206400.0,8.9,27,,6526600.0,98.7,0.1676
SCL-0234,Commercial Building,Palapye,PM_Ditiro,Government,2021-11-10,2023-03-05,2023-06-03,16,19,3,Cash flow constraints,Completed,10920000.0,12128000.0,1208000.0,11.1,1,4868600.0,5390500.0,1771600.0,1393700.0,-1296400.0,451800.0,8.4,35,77.1,10626500.0,87.6,0.3684
SCL-0235,Government Office,Maun,PM_Moeti,Government,2019-11-18,2020-09-13,2020-10-13,10,11,1,Cash flow constraints,Completed,6082000.0,5784100.0,-297900.0,0.0,0,1947300.0,2522200.0,737400.0,470500.0,106700.0,70400.0,2.8,23,88.3,6283600.0,91.4,0.1575
SCL-0236,Commercial Building,Serowe,PM_Segametsi,Government,2019-05-28,2020-01-23,2020-01-23,8,8,0,None,Completed,4942000.0,4680300.0,-261700.0,0.0,0,1926700.0,1896000.0,530500.0,282200.0,44900.0,53100.0,2.8,22,75.2,4467300.0,95.4,0.5359
SCL-0237,Education Infrastructure,Serowe,PM_Moeti,Government,2022-05-16,2022-10-13,2022-10-13,5,5,0,None,Completed,4014000.0,3812800.0,-201200.0,0.0,0,1137700.0,1623400.0,583700.0,518700.0,-50700.0,37100.0,2.3,23,86.1,3938100.0,96.7,0.1263
SCL-0238,Commercial Building,Serowe,PM_Segametsi,Government,2019-12-27,2022-01-15,2023-01-10,25,37,12,Equipment breakdown,Completed,17176000.0,21955600.0,4779600.0,27.8,1,8449600.0,9475900.0,3319300.0,2269700.0,-1558900.0,1174500.0,12.4,46,67.4,16596800.0,75.6,0.721
SCL-0239,Commercial Building,Maun,PM_Ditiro,Government,2019-07-13,2021-07-02,2021-10-30,24,28,4,Material delivery delays,Completed,2169000.0,3277500.0,1108500.0,51.1,1,1352200.0,1217800.0,440600.0,259900.0,7000.0,62800.0,5.2,12,81.0,2239100.0,68.3,0.3795
SCL-0240,Education Infrastructure,Maun,PM_Kebonye,Government,2022-03-30,2023-01-24,2023-04-24,10,13,3,Cash flow constraints,Completed,4633000.0,5048100.0,415100.0,9.0,1,1855400.0,1905600.0,752500.0,602700.0,-68100.0,354400.0,18.6,21,74.3,4356500.0,86.3,0.4399
SCL-0241,Residential Building,Gaborone,PM_Kebonye,Government,2024-12-05,2026-07-28,,20,20,0,None,Active,2659000.0,2590800.0,-68200.0,0.0,0,780600.0,1154100.0,460600.0,202600.0,-7100.0,25600.0,2.2,15,,2396400.0,92.5,0.3391
SCL-0242,Road Construction,Francistown,PM_Moeti,Government,2023-08-04,2024-12-26,2025-01-25,17,18,1,Subcontractor failure,Completed,10522000.0,10131700.0,-390300.0,0.0,0,3959500.0,3541400.0,1784500.0,563400.0,282900.0,369600.0,10.4,28,87.2,10883500.0,92.6,0.4253
SCL-0243,Commercial Building,Maun,PM_Moeti,Government,2022-04-26,2023-07-20,2023-08-19,15,16,1,Cash flow constraints,Completed,14290000.0,14251700.0,-38300.0,0.0,0,4910000.0,5923700.0,2544900.0,1386400.0,-513300.0,427200.0,7.2,32,93.9,14422000.0,98.8,0.3286
SCL-0244,Government Office,Serowe,PM_Moeti,Government,2022-01-16,2023-01-11,2023-01-11,12,12,0,None,Completed,10482000.0,9757800.0,-724200.0,0.0,0,3029700.0,3092600.0,1229100.0,651200.0,1755200.0,257600.0,8.3,36,80.0,9447800.0,96.8,0.1988
SCL-0245,Road Construction,Serowe,PM_Segametsi,Government,2019-01-02,2021-08-19,2023-02-10,32,50,18,Subcontractor failure,Completed,6410000.0,7815100.0,1405100.0,21.9,1,3249100.0,3234900.0,1003800.0,511000.0,-183700.0,194800.0,6.0,22,57.9,6712900.0,85.9,0.7325
SCL-0246,Government Office,Palapye,PM_Segametsi,Private,2022-01-07,2023-07-01,2023-07-01,18,18,0,None,Completed,2767000.0,2711500.0,-55500.0,0.0,0,774200.0,1100900.0,388900.0,268500.0,179000.0,83600.0,7.6,15,67.5,2684700.0,99.0,0.6227
SCL-0247,Healthcare Facility,Serowe,PM_Kebonye,Government,2020-12-14,2021-10-10,2021-10-10,10,10,0,None,Completed,2409000.0,2311500.0,-97500.0,0.0,0,884600.0,999600.0,298500.0,258900.0,-130100.0,81900.0,8.2,18,61.4,2464100.0,93.4,0.4289
SCL-0248,Residential Building,Serowe,PM_Segametsi,Private,2021-08-14,2022-11-07,2022-12-07,15,16,1,Design changes,Completed,3118000.0,3775900.0,657900.0,21.1,1,1108100.0,1506000.0,660900.0,256200.0,244700.0,86500.0,5.7,15,57.5,2821100.0,74.7,0.5014
SCL-0249,Government Office,Maun,PM_Segametsi,Government,2018-07-21,2019-09-14,2019-10-14,14,15,1,Labour disputes,Completed,11266000.0,17069200.0,5803200.0,51.5,1,5278200.0,6378900.0,1816100.0,2220700.0,1375300.0,1283800.0,20.1,39,67.8,10842300.0,63.5,0.5608
SCL-0250,Commercial Building,Gaborone,PM_Ditiro,Government,2018-11-16,2020-04-09,2020-04-09,17,17,0,None,Completed,13749000.0,12692400.0,-1056600.0,0.0,0,3726400.0,5188300.0,1461600.0,1302500.0,1013600.0,379600.0,7.3,32,82.5,13919200.0,90.3,0.5195
SCL-0251,Education Infrastructure,Gaborone,PM_Ditiro,Government,2019-03-03,2019-12-28,2020-02-26,10,12,2,Labour disputes,Completed,4453000.0,4332800.0,-120200.0,0.0,0,1309100.0,1948700.0,555400.0,353200.0,166400.0,125300.0,6.4,20,86.9,4430700.0,97.7,0.308
SCL-0252,Government Office,Palapye,PM_Kebonye,Government,2020-11-06,2022-09-27,2022-12-26,23,26,3,Cash flow constraints,Completed,5174000.0,6603100.0,1429100.0,27.6,1,2736200.0,1981100.0,810600.0,340900.0,734300.0,110700.0,5.6,27,60.1,4823300.0,73.0,0.5032
SCL-0253,Commercial Building,Gaborone,PM_Ditiro,Private,2024-05-30,2026-07-19,,26,39,13,Design changes,Active,10180000.0,11393500.0,1213500.0,11.9,1,3775700.0,4413000.0,1878600.0,674400.0,651800.0,395400.0,9.0,34,,10266900.0,90.1,0.4587
SCL-0254,Education Infrastructure,Francistown,PM_Segametsi,Private,2019-01-26,2020-02-20,2020-02-20,13,13,0,None,Completed,4386000.0,4280600.0,-105400.0,0.0,0,1636500.0,1654200.0,447200.0,544000.0,-1300.0,46100.0,2.8,20,73.8,4518300.0,94.4,0.5034
SCL-0255,Residential Building,Serowe,PM_Moeti,Government,2021-06-02,2021-12-29,2022-01-28,7,8,1,Subcontractor failure,Completed,8138000.0,7925200.0,-212800.0,0.0,0,2993200.0,2559700.0,1424900.0,1165800.0,-218400.0,223600.0,8.7,26,81.8,7805500.0,98.5,0.1473
SCL-0256,Residential Building,Palapye,PM_Moeti,Government,2022-06-24,2024-05-14,2024-05-14,23,23,0,None,Completed,9326000.0,9028700.0,-297300.0,0.0,0,3077200.0,3653700.0,1250200.0,630300.0,417300.0,351500.0,9.6,31,87.7,9788200.0,91.6,0.1899
SCL-0257,Healthcare Facility,Francistown,PM_Kebonye,Government,2024-06-17,2025-05-13,,11,16,5,Equipment breakdown,Active,7259000.0,8886100.0,1627100.0,22.4,1,2887100.0,3457400.0,1105300.0,1321900.0,114400.0,187100.0,5.4,28,,7012700.0,78.9,0.5694
SCL-0258,Residential Building,Francistown,PM_Ditiro,Government,2019-04-06,2019-12-02,2020-01-01,8,9,1,Cash flow constraints,Completed,9149000.0,8971100.0,-177900.0,0.0,0,3291900.0,2890100.0,1103600.0,756500.0,929000.0,298400.0,10.3,24,79.0,8520900.0,95.0,0.3856
SCL-0259,Healthcare Facility,Francistown,PM_Kebonye,Government,2023-06-02,2024-07-26,2024-07-26,14,14,0,None,Completed,7053000.0,6675900.0,-377100.0,0.0,0,2221200.0,2910100.0,804000.0,373900.0,366700.0,211500.0,7.3,24,75.3,6839600.0,97.5,0.3936
SCL-0260,Road Construction,Gaborone,PM_Segametsi,Government,2022-01-15,2024-06-03,2024-06-03,29,29,0,None,Completed,17586000.0,17559200.0,-26800.0,0.0,0,7048900.0,6978200.0,2290700.0,2592800.0,-1351400.0,300900.0,4.3,48,62.3,17229600.0,98.1,0.679
SCL-0261,Residential Building,Francistown,PM_Segametsi,Government,2020-10-10,2021-05-08,2021-10-05,7,12,5,Cash flow constraints,Completed,8981000.0,12772700.0,3791700.0,42.2,1,3609200.0,5142900.0,1586200.0,1910800.0,523600.0,567800.0,11.0,31,73.7,9266600.0,72.6,0.5826
SCL-0262,Road Construction,Serowe,PM_Ditiro,Government,2019-07-17,2021-03-08,2021-06-06,20,23,3,Scope creep,Completed,10519000.0,13055200.0,2536200.0,24.1,1,5411200.0,5115900.0,1543000.0,966600.0,18500.0,799800.0,15.6,37,89.4,9986700.0,76.5,0.5326
SCL-0263,Healthcare Facility,Francistown,PM_Kebonye,Government,2020-04-08,2021-08-01,2021-09-30,16,18,2,Labour disputes,Completed,5732000.0,5491800.0,-240200.0,0.0,0,1641700.0,2467800.0,613000.0,787000.0,-17700.0,290200.0,11.8,24,61.5,5777400.0,94.8,0.5266
SCL-0264,Residential Building,Palapye,PM_Kebonye,Private,2022-08-12,2024-03-04,2024-06-02,19,22,3,Weather conditions,Completed,9537000.0,13569300.0,4032300.0,42.3,1,5360400.0,5367000.0,1521900.0,933500.0,386500.0,942000.0,17.6,36,60.6,9465900.0,69.8,0.415
SCL-0265,Healthcare Facility,Serowe,PM_Kebonye,Government,2022-01-11,2022-07-10,2022-09-08,6,8,2,Design changes,Completed,3001000.0,4420700.0,1419700.0,47.3,1,1527900.0,1756900.0,579100.0,430500.0,126300.0,142800.0,8.1,16,65.0,3137000.0,71.0,0.5614
SCL-0266,Commercial Building,Maun,PM_Kebonye,Private,2018-09-28,2019-11-22,2020-06-19,14,21,7,Scope creep,Completed,17812000.0,27205100.0,9393100.0,52.7,1,9290500.0,10679600.0,4607000.0,3774900.0,-1146900.0,1782800.0,16.7,44,77.1,18233200.0,67.0,0.6307
SCL-0267,Government Office,Palapye,PM_Segametsi,Government,2023-11-22,2025-10-12,,23,35,12,Material delivery delays,Active,11781000.0,13014000.0,1233000.0,10.5,1,4476400.0,5617700.0,1557200.0,1350700.0,12000.0,1119200.0,19.9,35,,11515000.0,88.5,0.5597
SCL-0268,Government Office,Gaborone,PM_Kebonye,Government,2021-03-17,2022-06-10,2022-06-10,15,15,0,None,Completed,7475000.0,7222400.0,-252600.0,0.0,0,2642200.0,2225800.0,804400.0,960500.0,589500.0,159600.0,7.2,23,75.9,7600700.0,94.8,0.4268
SCL-0269,Government Office,Serowe,PM_Kebonye,Government,2020-01-03,2020-07-01,2020-07-31,6,7,1,Subcontractor failure,Completed,6543000.0,6081000.0,-462000.0,0.0,0,1779500.0,2119900.0,954200.0,403800.0,823600.0,179900.0,8.5,25,62.5,6244900.0,97.3,0.3807
SCL-0270,Healthcare Facility,Maun,PM_Kebonye,Government,2019-12-01,2021-05-24,2021-05-24,18,18,0,None,Completed,4169000.0,3980400.0,-188600.0,0.0,0,1482000.0,1283700.0,455000.0,482400.0,277300.0,137200.0,10.7,22,66.8,4031200.0,98.7,0.5214
SCL-0271,Government Office,Francistown,PM_Moeti,Private,2024-12-25,2025-06-23,,6,6,0,None,Active,14505000.0,13926400.0,-578600.0,0.0,0,5473700.0,5448000.0,1634300.0,1614700.0,-244300.0,377800.0,6.9,37,,14362600.0,96.9,0.2733
SCL-0272,Road Construction,Francistown,PM_Ditiro,Government,2020-04-30,2023-02-14,2023-12-11,34,44,10,Labour disputes,Completed,15266000.0,17160900.0,1894900.0,12.4,1,6374600.0,5242800.0,2631800.0,2296200.0,615500.0,1023100.0,19.5,32,88.4,14694200.0,85.6,0.5685
SCL-0273,Residential Building,Francistown,PM_Ditiro,Government,2024-04-21,2026-04-11,,24,24,0,None,Active,8761000.0,8108100.0,-652900.0,0.0,0,2376000.0,2796400.0,1056600.0,460300.0,1418800.0,159000.0,5.7,30,,8269700.0,98.0,0.3681
SCL-0274,Residential Building,Gaborone,PM_Ditiro,Government,2020-05-06,2021-05-01,2021-06-30,12,14,2,Cash flow constraints,Completed,5844000.0,5792900.0,-51100.0,0.0,0,2213800.0,2284400.0,803400.0,688600.0,-197300.0,271200.0,11.9,27,78.5,5487200.0,94.7,0.3787
SCL-0275,Healthcare Facility,Serowe,PM_Ditiro,Private,2023-10-30,2024-11-23,2024-12-23,13,14,1,Design changes,Completed,5991000.0,5567500.0,-423500.0,0.0,0,1740300.0,1912800.0,609400.0,537200.0,767800.0,75300.0,3.9,29,86.0,5764000.0,96.5,0.3923
SCL-0276,Commercial Building,Palapye,PM_Kebonye,Government,2020-11-08,2022-04-02,2022-05-02,17,18,1,Material delivery delays,Completed,5219000.0,5090500.0,-128500.0,0.0,0,1786400.0,1774500.0,788300.0,428300.0,313000.0,36600.0,2.1,20,78.3,5349900.0,94.9,0.4679
SCL-0277,Government Office,Maun,PM_Segametsi,Private,2019-09-29,2021-06-20,2021-07-20,21,22,1,Labour disputes,Completed,10571000.0,10287600.0,-283400.0,0.0,0,4009700.0,3725100.0,1716100.0,822300.0,14400.0,351100.0,9.4,26,67.8,10429500.0,98.6,0.5293
